cloud_provider,cidr_block,ip_address,ip_address_mask,ip_address_cnt,region
Oracle,152.70.80.0/21,152.70.80.0,21,2048,ap-osaka-1
Oracle,152.70.88.0/21,152.70.88.0,21,2048,ap-seoul-1
Oracle,152.70.96.0/20,152.70.96.0,20,4096,ap-tokyo-1
Oracle,155.248.128.0/22,155.248.128.0,22,1024,eu-paris-1
Oracle,155.248.132.0/23,155.248.132.0,23,512,eu-paris-1
Oracle,155.248.135.128/25,155.248.135.128,25,128,eu-paris-1
Oracle,155.248.136.0/22,155.248.136.0,22,1024,eu-madrid-1
Oracle,155.248.140.0/25,155.248.140.0,25,128,eu-madrid-1
Oracle,155.248.144.0/22,155.248.144.0,22,1024,mx-queretaro-1
Oracle,155.248.148.0/25,155.248.148.0,25,128,mx-queretaro-1
Oracle,155.248.160.0/19,155.248.160.0,19,8192,ap-tokyo-1
Oracle,155.248.192.0/20,155.248.192.0,20,4096,us-sanjose-1
Oracle,155.248.208.0/21,155.248.208.0,21,2048,us-sanjose-1
Oracle,155.248.216.0/21,155.248.216.0,21,2048,ca-toronto-1
Oracle,155.248.224.0/20,155.248.224.0,20,4096,ca-montreal-1
Oracle,155.248.240.0/20,155.248.240.0,20,4096,ap-mumbai-1
Oracle,158.101.0.0/18,158.101.0.0,18,16384,us-phoenix-1
Oracle,158.101.128.0/19,158.101.128.0,19,8192,ap-tokyo-1
Oracle,158.101.160.0/19,158.101.160.0,19,8192,eu-frankfurt-1
Oracle,158.101.192.0/19,158.101.192.0,19,8192,eu-amsterdam-1
Oracle,158.101.224.0/19,158.101.224.0,19,8192,me-jeddah-1
Oracle,158.101.64.0/19,158.101.64.0,19,8192,ap-tokyo-1
Oracle,158.101.96.0/19,158.101.96.0,19,8192,us-ashburn-1
Oracle,158.178.128.0/22,158.178.128.0,22,1024,il-jerusalem-1
Oracle,158.178.136.0/21,158.178.136.0,21,2048,ap-sydney-1
Oracle,158.178.144.0/20,158.178.144.0,20,4096,eu-amsterdam-1
Oracle,158.178.192.0/20,158.178.192.0,20,4096,eu-paris-1
Oracle,158.178.208.0/21,158.178.208.0,21,2048,eu-paris-1
Oracle,158.178.216.0/22,158.178.216.0,22,1024,eu-stockholm-1
Oracle,158.178.220.0/22,158.178.220.0,22,1024,eu-amsterdam-1
Oracle,158.178.224.0/20,158.178.224.0,20,4096,ap-singapore-1
Oracle,158.178.240.0/21,158.178.240.0,21,2048,ap-singapore-1
Oracle,158.178.248.0/22,158.178.248.0,22,1024,il-jerusalem-1
Oracle,158.179.12.128/25,158.179.12.128,25,128,ap-tokyo-1
Oracle,158.179.12.64/26,158.179.12.64,26,64,ap-tokyo-1
Oracle,158.179.13.0/24,158.179.13.0,24,256,ap-tokyo-1
Oracle,158.179.15.0/24,158.179.15.0,24,256,ap-tokyo-1
Oracle,158.179.16.0/20,158.179.16.0,20,4096,ap-melbourne-1
Oracle,158.179.160.0/20,158.179.160.0,20,4096,ap-chuncheon-1
Oracle,158.179.176.0/20,158.179.176.0,20,4096,ap-tokyo-1
Oracle,158.179.192.0/22,158.179.192.0,22,1024,ap-chuncheon-1
Oracle,158.179.196.0/24,158.179.196.0,24,256,af-johannesburg-1
Oracle,158.179.198.0/23,158.179.198.0,23,512,eu-marseille-1
Oracle,158.179.200.0/21,158.179.200.0,21,2048,eu-stockholm-1
Oracle,158.179.208.0/20,158.179.208.0,20,4096,eu-madrid-1
Oracle,158.179.4.0/22,158.179.4.0,22,1024,ap-melbourne-1
Oracle,158.179.8.0/22,158.179.8.0,22,1024,eu-milan-1
Oracle,158.180.16.0/20,158.180.16.0,20,4096,eu-frankfurt-1
Oracle,158.180.226.0/23,158.180.226.0,23,512,af-johannesburg-1
Oracle,158.180.228.0/22,158.180.228.0,22,1024,eu-milan-1
Oracle,158.180.232.0/21,158.180.232.0,21,2048,eu-milan-1
Oracle,158.180.32.0/19,158.180.32.0,19,8192,eu-frankfurt-1
Oracle,158.180.4.0/22,158.180.4.0,22,1024,ap-sydney-1
Oracle,158.180.64.0/19,158.180.64.0,19,8192,ap-chuncheon-1
Oracle,158.180.8.0/21,158.180.8.0,21,2048,eu-amsterdam-1
Oracle,158.247.100.0/25,158.247.100.0,25,128,sa-bogota-1
Oracle,158.247.104.0/22,158.247.104.0,22,1024,sa-bogota-1
Oracle,158.247.112.0/23,158.247.112.0,23,512,sa-bogota-1
Oracle,158.247.114.128/25,158.247.114.128,25,128,sa-bogota-1
Oracle,158.247.120.0/21,158.247.120.0,21,2048,sa-bogota-1
Oracle,158.247.96.0/22,158.247.96.0,22,1024,sa-bogota-1
Oracle,159.112.128.0/20,159.112.128.0,20,4096,sa-santiago-1
Oracle,159.112.144.0/21,159.112.144.0,21,2048,sa-santiago-1
Oracle,159.112.162.0/23,159.112.162.0,23,512,ca-toronto-1
Oracle,159.112.166.0/24,159.112.166.0,24,256,mx-queretaro-1
Oracle,159.112.168.0/22,159.112.168.0,22,1024,ca-toronto-1
Oracle,159.112.172.0/22,159.112.172.0,22,1024,ap-singapore-1
Oracle,159.112.176.0/20,159.112.176.0,20,4096,sa-saopaulo-1
Oracle,159.13.0.0/22,159.13.0.0,22,1024,ap-singapore-2
Oracle,159.13.14.0/23,159.13.14.0,23,512,ap-melbourne-1
Oracle,159.13.32.0/19,159.13.32.0,19,8192,ap-sydney-1
Oracle,159.13.4.0/25,159.13.4.0,25,128,ap-singapore-2
Oracle,159.54.128.0/19,159.54.128.0,19,8192,mx-queretaro-1
Oracle,164.152.104.0/21,164.152.104.0,21,2048,us-chicago-1
Oracle,164.152.16.0/20,164.152.16.0,20,4096,us-chicago-1
Oracle,164.152.192.0/21,164.152.192.0,21,2048,sa-vinhedo-1
Oracle,164.152.240.0/20,164.152.240.0,20,4096,sa-vinhedo-1
Oracle,164.152.32.0/19,164.152.32.0,19,8192,sa-saopaulo-1
Oracle,164.152.96.0/22,164.152.96.0,22,1024,eu-jovanovac-1
Oracle,165.1.100.0/25,165.1.100.0,25,128,sa-valparaiso-1
Oracle,165.1.104.0/22,165.1.104.0,22,1024,sa-valparaiso-1
Oracle,165.1.112.0/23,165.1.112.0,23,512,sa-valparaiso-1
Oracle,165.1.114.128/25,165.1.114.128,25,128,sa-valparaiso-1
Oracle,165.1.120.0/21,165.1.120.0,21,2048,sa-valparaiso-1
Oracle,165.1.64.0/20,165.1.64.0,20,4096,us-sanjose-1
Oracle,165.1.96.0/22,165.1.96.0,22,1024,sa-valparaiso-1
Oracle,167.234.208.0/20,167.234.208.0,20,4096,us-sanjose-1
Oracle,167.234.224.0/19,167.234.224.0,19,8192,sa-saopaulo-1
Oracle,168.138.0.0/19,168.138.0.0,19,8192,ap-melbourne-1
Oracle,168.138.112.0/21,168.138.112.0,21,2048,ap-mumbai-1
Oracle,168.138.120.0/22,168.138.120.0,22,1024,eu-amsterdam-1
Oracle,168.138.124.0/22,168.138.124.0,22,1024,sa-saopaulo-1
Oracle,168.138.128.0/19,168.138.128.0,19,8192,sa-saopaulo-1
Oracle,168.138.160.0/19,168.138.160.0,19,8192,ap-singapore-1
Oracle,168.138.192.0/19,168.138.192.0,19,8192,ap-tokyo-1
Oracle,168.138.224.0/19,168.138.224.0,19,8192,sa-saopaulo-1
Oracle,168.138.32.0/19,168.138.32.0,19,8192,ap-osaka-1
Oracle,168.138.64.0/19,168.138.64.0,19,8192,ca-montreal-1
Oracle,168.138.96.0/20,168.138.96.0,20,4096,ap-sydney-1
Oracle,168.75.64.0/19,168.75.64.0,19,8192,sa-saopaulo-1
Oracle,168.75.96.0/20,168.75.96.0,20,4096,sa-saopaulo-1
Oracle,169.155.128.0/19,169.155.128.0,19,8192,us-ashburn-1
Oracle,192.18.128.0/20,192.18.128.0,20,4096,us-sanjose-1
Oracle,192.18.144.0/20,192.18.144.0,20,4096,ca-toronto-1
Oracle,192.18.200.0/21,192.18.200.0,21,2048,us-phoenix-1
Oracle,192.29.112.0/20,192.29.112.0,20,4096,me-jeddah-1
Oracle,192.29.128.0/23,192.29.128.0,23,512,sa-saopaulo-1
Oracle,192.29.130.0/24,192.29.130.0,24,256,sa-saopaulo-1
Oracle,192.29.134.0/23,192.29.134.0,23,512,sa-saopaulo-1
Oracle,192.29.137.192/26,192.29.137.192,26,64,sa-saopaulo-1
Oracle,192.29.138.0/23,192.29.138.0,23,512,sa-saopaulo-1
Oracle,192.29.140.0/22,192.29.140.0,22,1024,sa-saopaulo-1
Oracle,192.29.144.0/23,192.29.144.0,23,512,ap-sydney-1
Oracle,192.29.148.0/23,192.29.148.0,23,512,ap-sydney-1
Oracle,192.29.151.0/24,192.29.151.0,24,256,ap-sydney-1
Oracle,192.29.152.0/22,192.29.152.0,22,1024,ap-sydney-1
Oracle,192.29.158.0/23,192.29.158.0,23,512,ap-sydney-1
Oracle,192.29.160.0/21,192.29.160.0,21,2048,ap-mumbai-1
Oracle,192.29.168.0/22,192.29.168.0,22,1024,ap-mumbai-1
Oracle,192.29.172.0/24,192.29.172.0,24,256,ap-mumbai-1
Oracle,192.29.178.0/23,192.29.178.0,23,512,eu-zurich-1
Oracle,192.29.180.0/22,192.29.180.0,22,1024,eu-zurich-1
Oracle,192.29.192.0/22,192.29.192.0,22,1024,eu-amsterdam-1
Oracle,192.29.20.0/22,192.29.20.0,22,1024,ap-seoul-1
Oracle,192.29.200.0/21,192.29.200.0,21,2048,eu-amsterdam-1
Oracle,192.29.208.0/22,192.29.208.0,22,1024,ap-melbourne-1
Oracle,192.29.216.0/21,192.29.216.0,21,2048,ap-melbourne-1
Oracle,192.29.224.0/22,192.29.224.0,22,1024,me-jeddah-1
Oracle,192.29.232.0/25,192.29.232.0,25,128,me-jeddah-1
Oracle,192.29.232.192/26,192.29.232.192,26,64,me-jeddah-1
Oracle,192.29.24.0/21,192.29.24.0,21,2048,ap-seoul-1
Oracle,192.29.240.0/22,192.29.240.0,22,1024,ap-osaka-1
Oracle,192.29.248.0/21,192.29.248.0,21,2048,ap-osaka-1
Oracle,192.29.36.0/22,192.29.36.0,22,1024,ap-tokyo-1
Oracle,192.29.40.0/21,192.29.40.0,21,2048,ap-tokyo-1
Oracle,192.29.48.0/22,192.29.48.0,22,1024,ap-mumbai-1
Oracle,192.29.56.0/23,192.29.56.0,23,512,eu-zurich-1
Oracle,192.29.60.0/23,192.29.60.0,23,512,eu-zurich-1
Oracle,192.29.64.0/21,192.29.64.0,21,2048,ca-toronto-1
Oracle,192.29.72.0/25,192.29.72.0,25,128,ca-toronto-1
Oracle,192.29.8.0/21,192.29.8.0,21,2048,ca-toronto-1
Oracle,192.29.80.0/22,192.29.80.0,22,1024,ca-montreal-1
Oracle,192.29.88.0/21,192.29.88.0,21,2048,ca-montreal-1
Oracle,192.29.96.0/20,192.29.96.0,20,4096,us-phoenix-1
Oracle,192.9.128.0/19,192.9.128.0,19,8192,us-sanjose-1
Oracle,192.9.160.0/19,192.9.160.0,19,8192,ap-sydney-1
Oracle,192.9.224.0/19,192.9.224.0,19,8192,us-sanjose-1
Oracle,193.122.0.0/20,193.122.0.0,20,4096,eu-frankfurt-1
Oracle,193.122.128.0/17,193.122.128.0,17,32768,us-ashburn-1
Oracle,193.122.16.0/20,193.122.16.0,20,4096,eu-amsterdam-1
Oracle,193.122.32.0/19,193.122.32.0,19,8192,eu-frankfurt-1
Oracle,193.122.64.0/19,193.122.64.0,19,8192,me-jeddah-1
Oracle,193.122.96.0/19,193.122.96.0,19,8192,ap-seoul-1
Oracle,193.123.0.0/19,193.123.0.0,19,8192,us-phoenix-1
Oracle,193.123.128.0/19,193.123.128.0,19,8192,us-ashburn-1
Oracle,193.123.160.0/20,193.123.160.0,20,4096,ap-tokyo-1
Oracle,193.123.176.0/20,193.123.176.0,20,4096,uk-london-1
Oracle,193.123.192.0/19,193.123.192.0,19,8192,us-phoenix-1
Oracle,193.123.224.0/19,193.123.224.0,19,8192,ap-seoul-1
Oracle,193.123.32.0/19,193.123.32.0,19,8192,eu-amsterdam-1
Oracle,193.123.64.0/19,193.123.64.0,19,8192,me-dubai-1
Oracle,193.123.96.0/19,193.123.96.0,19,8192,sa-vinhedo-1
Oracle,193.227.135.0/24,193.227.135.0,24,256,eu-frankfurt-1
Oracle,204.216.104.0/21,204.216.104.0,21,2048,ca-montreal-1
Oracle,204.216.112.0/23,204.216.112.0,23,512,af-johannesburg-1
Oracle,204.216.119.192/26,204.216.119.192,26,64,ap-hyderabad-1
Oracle,204.216.120.0/22,204.216.120.0,22,1024,us-sanjose-1
Oracle,204.216.127.192/26,204.216.127.192,26,64,ca-toronto-1
Oracle,204.216.128.0/18,204.216.128.0,18,16384,sa-vinhedo-1
Oracle,204.216.192.0/20,204.216.192.0,20,4096,us-phoenix-1
Oracle,204.216.208.0/20,204.216.208.0,20,4096,eu-milan-1
Oracle,205.147.88.0/23,205.147.88.0,23,512,us-ashburn-1
Oracle,207.127.107.192/26,207.127.107.192,26,64,ap-sydney-1
Oracle,207.127.109.192/26,207.127.109.192,26,64,ap-singapore-1
Oracle,207.127.124.0/23,207.127.124.0,23,512,us-phoenix-1
Oracle,207.127.66.128/25,207.127.66.128,25,128,eu-jovanovac-1
Oracle,207.127.68.0/22,207.127.68.0,22,1024,eu-jovanovac-1
Oracle,207.127.72.0/22,207.127.72.0,22,1024,me-abudhabi-1
Oracle,207.127.80.0/23,207.127.80.0,23,512,eu-jovanovac-1
Oracle,207.127.84.0/23,207.127.84.0,23,512,eu-jovanovac-1
Oracle,207.127.86.0/25,207.127.86.0,25,128,eu-jovanovac-1
Oracle,207.127.88.0/21,207.127.88.0,21,2048,eu-stockholm-1
Oracle,207.127.96.0/21,207.127.96.0,21,2048,me-jeddah-1
Oracle,207.135.0.0/22,207.135.0.0,22,1024,us-phoenix-1
Oracle,207.135.10.0/23,207.135.10.0,23,512,us-ashburn-1
Oracle,207.135.12.0/22,207.135.12.0,22,1024,us-ashburn-1
Oracle,207.135.16.0/23,207.135.16.0,23,512,ap-mumbai-1
Oracle,207.135.18.0/23,207.135.18.0,23,512,ap-hyderabad-1
Oracle,207.135.20.0/23,207.135.20.0,23,512,uk-london-1
Oracle,207.135.25.0/24,207.135.25.0,24,256,us-phoenix-1
Oracle,207.135.26.0/24,207.135.26.0,24,256,us-phoenix-1
Oracle,207.135.27.0/24,207.135.27.0,24,256,ca-toronto-1
Oracle,207.135.28.0/24,207.135.28.0,24,256,us-phoenix-1
Oracle,207.135.29.0/24,207.135.29.0,24,256,us-ashburn-1
Oracle,207.135.30.0/23,207.135.30.0,23,512,me-jeddah-1
Oracle,207.135.4.0/22,207.135.4.0,22,1024,us-ashburn-1
Oracle,207.135.8.0/23,207.135.8.0,23,512,eu-frankfurt-1
Oracle,207.211.128.0/22,207.211.128.0,22,1024,us-saltlake-2
Oracle,207.211.132.0/25,207.211.132.0,25,128,us-saltlake-2
Oracle,207.211.140.0/22,207.211.140.0,22,1024,ap-melbourne-1
Oracle,207.211.144.0/20,207.211.144.0,20,4096,ap-melbourne-1
Oracle,207.211.160.0/19,207.211.160.0,19,8192,us-chicago-1
Oracle,209.17.60.0/22,209.17.60.0,22,1024,uk-cardiff-1
Oracle,213.19.198.156/31,213.19.198.156,31,2,eu-amsterdam-1
Oracle,213.19.198.164/31,213.19.198.164,31,2,eu-amsterdam-1
Oracle,213.35.96.0/19,213.35.96.0,19,8192,ap-singapore-1
Oracle,217.142.128.0/19,217.142.128.0,19,8192,ap-seoul-1
Oracle,217.142.160.0/21,217.142.160.0,21,2048,ap-singapore-2
Oracle,217.142.168.0/22,217.142.168.0,22,1024,ap-singapore-2
Oracle,217.142.176.0/23,217.142.176.0,23,512,ap-singapore-2
Oracle,217.142.178.128/25,217.142.178.128,25,128,ap-singapore-2
Oracle,217.142.184.0/21,217.142.184.0,21,2048,ap-singapore-2
Oracle,217.142.224.0/19,217.142.224.0,19,8192,ap-osaka-1
Oracle,38.104.155.92/31,38.104.155.92,31,2,ca-montreal-1
Oracle,40.233.0.0/19,40.233.0.0,19,8192,mx-monterrey-1
Oracle,40.233.64.0/18,40.233.64.0,18,16384,ca-toronto-1
Oracle,62.115.179.220/31,62.115.179.220,31,2,eu-amsterdam-1
Oracle,62.115.179.228/31,62.115.179.228,31,2,eu-amsterdam-1
Oracle,64.110.112.0/21,64.110.112.0,21,2048,ap-osaka-1
Oracle,64.110.64.0/19,64.110.64.0,19,8192,ap-seoul-1
Oracle,64.110.96.0/20,64.110.96.0,20,4096,ap-osaka-1
Oracle,64.181.144.0/23,64.181.144.0,23,512,sa-vinhedo-1
Oracle,64.181.146.0/23,64.181.146.0,23,512,mx-monterrey-1
Oracle,64.181.160.0/19,64.181.160.0,19,8192,sa-saopaulo-1
Oracle,64.181.192.0/19,64.181.192.0,19,8192,us-chicago-1
Oracle,64.181.224.0/19,64.181.224.0,19,8192,us-sanjose-1
Oracle,68.233.112.0/21,68.233.112.0,21,2048,ap-hyderabad-1
Oracle,68.233.120.0/21,68.233.120.0,21,2048,ca-montreal-1
Oracle,68.233.96.0/20,68.233.96.0,20,4096,ap-hyderabad-1
Oracle,79.72.0.0/20,79.72.0.0,20,4096,me-jeddah-1
Oracle,79.72.16.0/22,79.72.16.0,22,1024,eu-stockholm-1
Oracle,79.72.20.0/23,79.72.20.0,23,512,eu-madrid-1
Oracle,79.72.24.0/21,79.72.24.0,21,2048,eu-marseille-1
Oracle,79.72.32.0/22,79.72.32.0,22,1024,eu-amsterdam-1
Oracle,79.72.40.0/21,79.72.40.0,21,2048,eu-milan-1
Oracle,79.72.48.0/20,79.72.48.0,20,4096,eu-madrid-1
Oracle,79.72.64.0/19,79.72.64.0,19,8192,uk-london-1
Oracle,79.76.16.0/23,79.76.16.0,23,512,me-riyadh-1
Oracle,79.76.32.0/19,79.76.32.0,19,8192,eu-stockholm-1
Oracle,79.76.96.0/19,79.76.96.0,19,8192,eu-frankfurt-1
Oracle,81.208.160.0/20,81.208.160.0,20,4096,me-jeddah-1
Oracle,81.208.188.0/22,81.208.188.0,22,1024,me-jeddah-1
Oracle,84.235.160.0/19,84.235.160.0,19,8192,eu-amsterdam-1
Oracle,84.235.192.0/23,84.235.192.0,23,512,il-jerusalem-1
Oracle,84.235.208.0/20,84.235.208.0,20,4096,eu-stockholm-1
Oracle,84.235.224.0/20,84.235.224.0,20,4096,eu-marseille-1
Oracle,84.235.240.0/20,84.235.240.0,20,4096,me-dubai-1
Oracle,84.8.128.0/20,84.8.128.0,20,4096,af-johannesburg-1
Oracle,84.8.144.0/20,84.8.144.0,20,4096,uk-london-1
Oracle,84.8.64.0/22,84.8.64.0,22,1024,me-riyadh-1
Oracle,84.8.68.0/25,84.8.68.0,25,128,me-riyadh-1
Oracle,84.8.72.0/22,84.8.72.0,22,1024,me-riyadh-1
Oracle,84.8.88.128/25,84.8.88.128,25,128,me-riyadh-1
Oracle,84.8.96.0/19,84.8.96.0,19,8192,me-riyadh-1
Oracle,89.168.0.0/21,89.168.0.0,21,2048,eu-madrid-1
Oracle,89.168.16.0/20,89.168.16.0,20,4096,eu-milan-1
Oracle,89.168.32.0/19,89.168.32.0,19,8192,eu-paris-1
Oracle,89.168.64.0/18,89.168.64.0,18,16384,eu-frankfurt-1
