cloud_provider,cidr_block,ip_address,ip_address_mask,ip_address_cnt,region
Vultr,68.232.176.0/24,68.232.176.0,24,256,US-IL
Vultr,68.232.177.0/24,68.232.177.0,24,256,US-IL
Vultr,68.232.178.0/23,68.232.178.0,23,512,US-GA
Vultr,68.232.180.0/24,68.232.180.0,24,256,US-NJ
Vultr,68.232.181.0/24,68.232.181.0,24,256,US-IL
Vultr,68.232.182.0/24,68.232.182.0,24,256,US-IL
Vultr,68.232.183.0/24,68.232.183.0,24,256,US-IL
Vultr,68.232.184.0/24,68.232.184.0,24,256,US-IL
Vultr,68.232.185.0/24,68.232.185.0,24,256,US-NJ
Vultr,68.232.186.0/23,68.232.186.0,23,512,US-NJ
Vultr,68.232.188.0/23,68.232.188.0,23,512,US-NJ
Vultr,70.34.192.0/19,70.34.192.0,19,8192,SE-AB
Vultr,70.34.240.0/20,70.34.240.0,20,4096,PL-14
Vultr,78.141.192.0/20,78.141.192.0,20,4096,GB-LND
Vultr,78.141.208.0/20,78.141.208.0,20,4096,NL-NH
Vultr,78.141.224.0/19,78.141.224.0,19,8192,GB-LND
Vultr,80.240.16.0/20,80.240.16.0,20,4096,DE-HE
Vultr,89.167.134.0/24,89.167.134.0,24,256,FR-93
Vultr,95.179.128.0/20,95.179.128.0,20,4096,NL-NH
Vultr,95.179.144.0/20,95.179.144.0,20,4096,NL-NH
Vultr,95.179.160.0/20,95.179.160.0,20,4096,DE-HE
Vultr,95.179.176.0/20,95.179.176.0,20,4096,NL-NH
Vultr,95.179.192.0/20,95.179.192.0,20,4096,GB-LND
Vultr,95.179.208.0/20,95.179.208.0,20,4096,FR-93
Vultr,95.179.224.0/20,95.179.224.0,20,4096,GB-LND
Vultr,95.179.240.0/20,95.179.240.0,20,4096,DE-HE
Vultr,96.30.192.0/20,96.30.192.0,20,4096,US-GA
Vultr,96.30.208.0/20,96.30.208.0,20,4096,US-FL
